GENENAME	Adrenal4.a.s	Adrenal4.c.s	Adrenal4.d.s	Thryoid5.a.s	Thyroid5.b.s	Thyroid5.c.s	Thyroid5.d.s
RP5-1071N3.1	2	2	6	0	4	227	2
PPP1R11P1	12	5	8	15	12	16	13
RP11-293F5.8	0	0	0	0	0	0	0
RP11-293F5.1	0	0	0	0	0	0	0
NBPF2P	0	2	5	11	38	1	16
HS6ST1P1	1	2	8	0	2	1	0
CROCCP5	0	0	1	0	1	0	0
NBPF3	192	128	168	111	269	0	190
PFN1P10	0	0	0	0	0	0	0
ALPL	531	601	1114	21	158	241	66
RP11-63N8.3	2	0	3	0	2	0	5
AL359815.1	0	0	0	0	1	0	1
RAP1GAP	2512	2761	3456	4894	6014	3	8314
USP48	1758	1809	2459	1664	1506	113	1755
RP11-132G19.3	0	0	0	0	0	0	0
LDLRAD2	21	11	18	6	24	1	18
HSPG2	2081	2358	3514	1249	4984	2	2796
RP11-26H16.1	0	0	0	0	0	0	1
CELA3B	0	0	1	0	0	0	0
RN7SL421P	0	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0	0
CELA3A	0	0	0	0	1	0	0
RN7SL768P	0	0	0	0	0	0	0
RN7SL186P	0	0	0	0	0	0	0
RP1-224A6.3	1	0	0	0	0	0	0
LINC00339	298	158	153	266	253	0	261
CDC42	2507	2112	2413	2335	1823	0	2645
CDC42-IT1	0	1	1	1	0	0	0
RP1-224A6.8	0	0	0	0	1	0	0
WNT4	349	200	187	192	60	0	16
MIR4418	0	0	0	0	0	0	0
RP11-415K20.1	3	0	2	0	0	0	0
ZBTB40	1196	1161	1499	890	898	0	1099
ZBTB40-IT1	7	1	5	3	8	0	5
EPHA8	100	88	173	0	1	12	0
C1QA	2029	2235	4541	110	455	0	215
C1QC	1901	2254	3797	141	441	0	221
C1QB	2071	2560	4558	171	606	0	296
EPHB2	58	104	61	708	427	0	442
MIR4684	0	0	0	0	0	0	0
AL611946.1	0	0	0	0	0	0	0
RP11-69E9.1	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	12	0
RP4-805N21.1	0	1	0	0	1	1	0
KDM1A	1160	980	1017	1301	1028	275	1239
RP1-184J9.2	0	0	0	0	0	0	0
MIR3115	0	0	1	0	0	3	0
MIR4419A	0	0	0	1	0	102	0
LUZP1	1104	1602	1398	1216	876	253	1033
RP5-979D14.1	1	0	0	0	1	0	0
HTR1D	0	0	3	0	0	0	1
RP5-1057J7.1	0	0	0	0	0	0	0
RP5-1057J7.6	171	100	42	211	145	0	128
HNRNPR	2137	2169	1890	2689	2446	8	2833
ZNF436	434	889	794	504	635	1555	845
C1orf213	112	216	275	95	221	18	93
RP5-1057J7.7	18	6	9	2	8	0	9
TCEA3	1184	821	1031	501	637	99	883
RP4-654C18.1	1	0	0	0	1	0	0
ASAP3	789	730	1060	991	1142	440	999
E2F2	6	7	11	12	11	616	11
RP1-150O5.3	1	0	0	4	7	0	6
ID3	291	189	309	1468	1968	0	2365
MDS2	2	1	0	31	28	102	30
RP11-223J15.2	0	0	0	0	0	0	0
RPL11	8340	6363	5882	7811	5784	1	5545
RP5-886K2.1	0	1	0	2	0	0	0
RN7SL532P	0	1	0	2	0	0	0
TCEB3	665	575	567	1905	979	0	974
RP5-886K2.3	16	15	18	15	21	0	17
PITHD1	800	655	732	657	522	0	643
LYPLA2	303	273	341	224	401	30	303
GALE	200	150	127	55	71	8	71
HMGCL	935	714	856	1041	906	2	777
FUCA1	1033	763	1045	1327	1265	5	2104
CNR2	2	0	0	6	19	0	15
RN7SL24P	0	0	0	0	0	0	0
RP11-4M23.2	6	1	3	1	2	0	1
RP11-4M23.3	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0
RP11-4M23.4	0	0	0	0	0	0	0
PNRC2	1687	1296	1581	2554	1432	0	2862
SRSF10	2280	2189	1886	3038	2140	0	3111
RP11-4M23.7	0	0	0	0	0	0	0
RP11-293P20.2	1	0	1	0	0	2	0
MYOM3	7	1	1	5	9	140	8
RP11-293P20.3	0	0	0	0	0	0	0
RP11-293P20.4	0	0	0	0	0	0	0
IL22RA1	17	1	4	29	201	81	98
IFNLR1	138	103	125	146	342	33	278
RP11-10N16.2	2	0	0	0	0	168	0
AL590683.1	0	0	0	0	0	0	0
AL590683.2	0	0	0	0	0	3	0
RP11-10N16.3	0	0	1	0	0	25	0
GRHL3	1	0	2	4	2	373	0
STPG1	135	76	148	168	214	0	302
NIPAL3	499	449	647	2864	2120	53	2270
RCAN3	48	62	86	571	329	196	718
RN7SL857P	0	0	0	0	0	0	1
RP4-594I10.3	32	33	44	219	128	0	319
NCMAP	6	13	8	676	242	0	265
RP11-496D1.2	0	0	0	1	0	0	1
SRRM1	1692	1595	1501	1878	1598	0	1787
CLIC4	3035	3649	3569	5580	2588	0	3268
RUNX3	65	62	132	7	68	443	36
RP11-84D1.1	1	0	0	0	0	0	0
RP11-84D1.2	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0
RP4-799D16.1	0	0	1	1	0	0	0
RP4-781L3.1	0	0	0	0	0	0	0
RP4-706G24.1	0	0	0	0	1	0	0
SYF2	1042	764	738	1209	899	87	1038
C1orf63	2180	2152	1763	2076	1373	16	1857
RP3-465N24.5	5	4	10	0	0	0	8
RHD	14	1	16	0	0	1	4
SDHDP6	5	1	2	0	1	0	0
RP11-335G20.7	3	0	1	2	5	0	4
TMEM50A	2570	1847	2292	1738	1545	1	1653
RHCE	6	8	0	8	15	0	12
RP3-469D22.1	74	66	79	196	116	0	154
AL031284.1	0	0	0	0	0	0	0
TMEM57	873	692	817	1052	770	680	1017
LDLRAP1	591	449	595	598	741	0	744
RP11-70P17.1	1	2	0	5	0	0	3
MAN1C1	609	499	705	1108	1162	19	1299
RP1-187B23.1	2	0	0	1	0	81	3
SEPN1	1013	1015	1313	1373	2254	0	1528
RP1-317E23.6	0	0	0	0	0	0	0
RP1-317E23.3	4	2	5	1	3	0	4
MTFR1L	1731	1446	1557	708	783	0	812
AL020996.1	22	6	15	7	15	0	9
AUNIP	19	17	7	4	1	22	4
RP1-125I3.2	2	0	0	0	2	7	2
PAQR7	572	379	601	32	192	106	131
STMN1	1141	860	840	362	329	193	461
SNRPFP2	0	0	0	0	0	0	0
RP1-125I3.4	1	0	0	0	0	0	0
MIR3917	0	0	0	0	0	0	0
AL033528.1	0	0	0	0	0	0	0
PAFAH2	409	272	368	1061	817	24	997
SCARNA17	15	15	8	13	11	0	5
SCARNA18	4	8	5	0	4	0	1
EXTL1	56	47	71	53	29	2	12
SLC30A2	16	9	10	3125	568	14	368
TRIM63	7	1	3	27	11	0	0
AL391650.1	0	0	0	0	0	0	0
PDIK1L	222	170	202	1156	591	9	1056
FAM110D	22	15	16	12	31	0	25
ZNF593	1	2	0	1	2	1	3
RP11-96L14.7	0	0	1	0	2	0	1
CNKSR1	5	9	14	208	546	0	389
CATSPER4	0	0	0	0	0	0	1
RP11-231P20.2	33	36	26	93	187	104	226
CEP85	116	96	186	272	362	97	415
RP11-231P20.5	0	0	0	0	0	0	0
SH3BGRL3	568	428	641	391	521	0	412
UBXN11	346	274	336	494	981	2	709
CD52	13	13	51	11	21	0	34
AIM1L	0	0	3	2	18	0	3
RP11-569G9.7	0	0	0	0	0	0	0
RN7SL490P	0	0	0	0	0	0	0
ZNF683	2	6	7	4	29	8	8
LIN28A	0	0	2	0	0	2	0
DHDDS	471	394	567	628	679	483	633
RP3-476K8.4	1	0	1	0	1	261	3
RP3-476K8.3	7	6	1	4	7	0	6
HMGN2	689	600	505	1118	682	6	1010
DPPA2P2	0	0	0	0	0	0	0
RPS6KA1	560	447	573	1249	1074	106	1094
MIR1976	0	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0	0
RP11-492M19.3	0	0	0	0	0	0	0
RP4-785J1.1	0	0	0	0	0	0	0
RP5-968P14.2	10	2	13	17	34	0	31
ARID1A	1083	983	1402	2108	2591	261	2265
RN7SL501P	0	0	1	0	1	0	0
PIGV	423	257	429	518	480	62	508
RN7SL165P	0	0	0	0	0	0	0
ZDHHC18	307	252	382	496	399	0	678
SFN	1	4	4	4	3	0	10
RP1-50O24.6	72	33	31	28	26	0	33
GPN2	205	193	234	193	198	0	183
GPATCH3	172	138	167	148	162	0	114
NUDC	1361	1171	1401	841	697	0	693
NR0B2	113	70	133	0	0	0	1
C1orf172	1	3	6	197	196	0	168
RP11-344H11.4	2	2	1	0	1	348	0
RP11-344H11.5	0	0	0	0	0	1	1
OSTCP2	1	0	0	2	1	0	1
TRNP1	129	93	113	44	73	15	64
FAM46B	32	26	21	103	41	94	104
SLC9A1	589	419	634	1015	834	29	484
RP11-40H20.5	0	0	0	0	0	0	0
CHCHD3P3	128	108	127	314	106	0	183
NPM1P39	406	340	288	1022	495	0	533
SNRPEP7	0	0	0	0	0	0	0
RP11-40H20.4	0	0	0	0	0	0	0
WDTC1	1316	1245	1558	1532	1873	4	1439
RP11-4K3__A.3	2	1	1	0	2	0	2
TMEM222	651	481	523	580	585	0	586
RNU6-48	0	1	0	0	1	0	0
RP11-4K3__A.5	194	164	215	713	401	0	321
SYTL1	11	9	48	111	218	52	72
MAP3K6	372	402	276	377	411	1	412
FCN3	124	139	239	38	20	1	21
CD164L2	1	3	0	1	1	0	4
RP1-144C9.2	0	0	0	0	0	0	0
GPR3	5	22	1	32	62	0	13
WASF2	1906	1927	2071	2730	2229	119	2296
RP4-752I6.1	0	0	0	0	0	0	0
RP1-159A19.4	4	0	0	0	0	0	1
AHDC1	995	717	1124	224	345	47	452
FGR	75	129	211	35	112	8	99
RP1-159A19.3	236	159	170	66	37	1	65
RP11-288L9.1	1	0	2	0	0	1	1
IFI6	547	568	978	78	122	0	157
RP11-288L9.4	1	3	2	3	4	0	8
CHMP1AP1	0	0	0	0	0	0	0
FAM76A	231	169	180	515	394	9	625
RP3-426I6.2	5	2	0	1	0	0	0
RPEP3	0	0	0	0	0	0	0
STX12	1196	1267	1279	6174	3081	73	4736
RP3-426I6.5	1	2	0	2	5	0	0
RP3-426I6.6	4	7	2	22	5	0	7
PPP1R8	510	425	392	660	565	3	622
SCARNA1	0	0	0	0	0	0	2
AL109927.1	0	0	0	0	0	0	0
THEMIS2	258	473	410	96	296	238	261
RPA2	578	396	487	623	855	3	926
SMPDL3B	1	0	9	292	198	29	168
RP11-460I13.2	0	0	0	4	2	0	1
XKR8	143	59	109	114	150	0	152
EYA3	337	373	534	746	726	1	1073
RP11-460I13.6	0	0	0	0	3	0	1
RN7SL559P	0	1	0	0	0	0	2
SPCS2P4	581	530	599	1124	930	0	1246
RP5-1053E7.2	0	0	0	0	0	0	0
RP5-1053E7.3	27	43	56	53	23	0	46
RNU7-29P	0	0	0	0	0	0	1
PTAFR	117	107	219	30	184	217	93
DNAJC8	976	681	796	995	776	53	1089
AL353354.1	4	1	1	1	0	0	0
AL353354.2	0	0	0	0	0	0	0
ATPIF1	1067	737	747	817	573	0	806
RP5-1092A3.4	58	42	35	50	30	38	50
RP5-1092A3.5	2	3	4	0	3	0	2
SESN2	191	100	199	1058	195	7	231
MED18	167	82	109	220	179	0	143
PHACTR4	441	466	584	1132	1152	1	1169
RP1-308E4.1	1	0	1	0	0	0	0
RNU6ATAC27P	0	0	0	0	0	0	0
RCC1	204	140	197	220	236	0	137
SNHG3	185	213	143	548	379	0	333
SNORA73A	0	0	0	0	0	0	0
SNORA73B	2	6	1	4	2	0	7
PRDX3P2	4	4	4	0	1	0	0
TRNAU1AP	186	120	146	118	117	1	158
SNHG12	96	103	79	70	45	1	107
SNORD99	6	5	3	1	0	0	4
SNORA61	0	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0	0
TAF12	300	170	261	236	184	0	240
RAB42	10	1	20	1	26	0	13
RP11-442N24__B.1	4	2	8	4	11	0	5
RNU11	4	2	0	0	0	0	2
GMEB1	176	164	218	310	197	0	247
SCARNA24	1	0	1	2	1	0	4
YTHDF2	987	904	830	1264	886	22	992
OPRD1	3	7	8	0	0	0	0
RP1-212P9.2	8	10	23	0	0	36	0
RP1-212P9.3	0	0	0	0	1	6	1
EPB41	657	688	969	1255	893	17	1234
RP4-604A21.1	29	30	23	9	4	0	5
TMEM200B	91	84	72	10	11	0	33
RP11-242O24.3	0	0	0	0	0	0	0
SRSF4	1331	1179	1131	1497	1232	0	1448
RP11-242O24.5	0	0	1	2	1	0	3
MECR	265	231	247	194	186	0	185
RP11-467D18.2	1	1	0	2	3	0	2
PTPRU	214	147	263	245	176	0	148
AL645859.1	0	0	0	0	0	0	0
RP3-437I16.1	0	0	0	0	0	0	0
AL139151.1	0	0	0	0	0	0	0
RP11-810H18.1	0	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0	0
RP4-656G21.1	0	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0	0
RP11-179G8.1	0	0	0	0	0	0	0
RP11-111I12.1	0	0	0	1	0	0	0
RP5-893G23.1	0	0	0	0	0	0	0
RP3-357I16.1	0	0	0	0	0	0	0
RP4-591L5.1	0	0	0	0	0	0	0
RP4-591L5.2	0	0	0	0	0	0	0
MATN1	5	6	3	10	9	0	1
MATN1-AS1	22	17	10	168	56	0	42
LAPTM5	1647	2357	3302	447	973	0	1020
MIR4420	0	2	3	0	0	0	1
RP5-1125N11.1	0	0	0	0	0	0	0
RP1-65J11.1	70	35	62	1	2	24	0
RN7SKP91	0	0	0	0	0	0	0
RP1-65J11.5	0	0	0	0	0	0	0
SDC3	6802	6459	7626	687	1121	8	802
PUM1	1650	1704	1868	2408	2598	118	2660
SNORD103A	0	0	0	0	0	0	0
SNORD103B	0	0	0	1	0	0	2
SNORD85	0	0	0	0	0	0	0
RP11-201O14.1	0	0	0	0	1	2	0
RP11-201O14.2	0	0	0	0	0	0	0
SEPW1P	3	3	6	0	1	1	0
RP11-490K7.1	0	0	0	0	0	5	0
NKAIN1	361	479	302	2	0	361	0
SNRNP40	459	370	426	371	389	31	426
RP11-490K7.4	5	6	2	7	4	16	4
ZCCHC17	446	368	375	274	281	0	332
RP11-266K22.2	0	0	0	0	0	1	2
FABP3	441	425	544	20	31	0	45
SERINC2	289	100	155	1286	474	1354	269
AC114494.1	0	0	0	1	1	0	0
RP11-439L8.2	1	0	0	0	0	0	0
RNU6-4	0	0	0	0	0	0	0
RP11-439L8.3	0	1	1	0	0	0	0
RP11-439L8.4	0	1	0	0	0	0	0
RP11-73M7.1	2	0	2	1	2	152	5
TINAGL1	703	793	694	465	935	1131	850
HCRTR1	37	20	28	6	11	1	6
PEF1	943	780	899	2407	2353	58	1992
RP11-73M7.9	0	1	1	1	4	0	0
RP11-73M7.6	11	3	4	6	21	0	23
COL16A1	1019	800	972	941	1179	59	942
BAI2	291	289	353	105	295	1128	64
MIR4254	0	0	0	0	0	2	0
RP11-84A19.3	0	0	0	0	0	0	0
SPOCD1	9	19	9	11	13	18	2
RP11-84A19.2	0	0	0	0	0	1	1
RP11-84A19.4	0	0	0	2	1	1	0
PTP4A2	1834	1674	1855	6629	3823	551	5030
AL136115.1	6	4	5	13	8	0	17
RP4-534N18.2	0	0	1	3	0	0	0
KHDRBS1	2073	1751	1772	3259	2141	0	2604
RP11-277A4.4	0	2	3	1	0	0	1
TMEM39B	166	107	174	207	216	2	186
MIR5585	0	0	0	1	0	0	0
KPNA6	1117	1155	1179	1902	1473	25	1403
RP4-622L5.2	0	0	0	0	0	0	0
TXLNA	1315	1656	1489	1528	1360	0	1373
CCDC28B	126	76	96	75	87	205	73
RP4-622L5.7	13	3	7	0	11	0	12
IQCC	70	49	44	67	128	134	103
DCDC2B	9	13	6	13	16	11	7
TMEM234	125	126	115	258	204	462	247
EIF3I	2379	2107	2007	2931	2258	2	2018
MTMR9LP	560	376	383	82	284	1	167
FAM167B	75	52	75	44	103	0	39
LCK	24	32	125	6	76	4	42
HDAC1	1488	1136	1450	2559	2729	78	2613
MARCKSL1	1247	856	682	1210	2002	3	2039
RP4-811H24.9	2	2	1	6	5	0	3
TSSK3	5	13	3	31	62	38	29
FAM229A	42	42	40	45	35	8	34
BSDC1	2176	2097	2187	1627	1893	6	1706
GAPDHP20	0	0	1	0	2	9	0
RP11-395N6.4	0	0	0	0	0	0	0
LRRC37A12P	0	0	0	0	0	2	1
RN7SL122P	0	0	0	0	0	0	0
RP1-27O5.3	0	0	0	0	0	0	0
ZBTB8B	9	5	5	1	6	180	1
ZBTB8A	2	2	5	24	14	0	24
ZBTB8OS	232	161	155	243	244	29	202
RBBP4	686	693	824	1441	1006	31	1029
SYNC	329	242	358	265	209	74	365
RP11-114B7.6	4	1	1	0	0	2	0
KIAA1522	2375	2323	3369	1724	1770	0	1501
YARS	1356	1432	1565	3842	1536	4	1211
S100PBP	594	469	702	486	480	757	598
FNDC5	478	483	623	7	50	707	30
HPCA	8	18	12	1	25	8	4
TMEM54	98	63	92	174	452	0	230
AL031602.1	0	0	0	0	0	0	0
RNF19B	379	926	668	226	295	9	441
FKSG48	0	0	0	0	0	0	1
RP4-803A2.1	2	0	0	0	0	0	0
RP4-803A2.2	0	0	0	0	0	0	0
RP1-117O3.2	0	0	0	0	0	17	3
AK2	1024	1034	1011	1414	1357	2	1747
ADC	187	126	178	51	143	0	97
TRIM62	257	161	277	83	208	0	120
ZNF362	182	124	194	128	244	0	231
RP11-415J8.7	1	2	1	1	6	0	0
AL513327.1	0	0	0	0	0	0	0
A3GALT2	0	1	0	3	1	0	0
RP11-415J8.3	35	43	5	20	14	0	25
PHC2	1943	2442	1764	1415	1950	0	1508
MIR3605	2	0	1	0	0	0	0
RN7SKP16	6	7	4	9	4	0	10
RP11-415J8.5	1	0	1	1	2	0	1
AL138837.1	0	0	0	0	0	0	0
TLR12P	0	0	0	0	1	0	0
ZSCAN20	37	42	59	104	56	0	85
RP4-580O19.2	1	0	0	0	0	0	0
CSMD2	46	69	45	61	50	0	14
HSPD1P14	0	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0	0
RP5-1007G16.1	0	0	0	0	0	0	0
RNA5SP42	0	0	0	0	0	0	0
C1orf94	4	4	1	0	0	0	0
AC115286.1	0	0	0	0	0	0	0
RP4-657M3.2	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0
SMIM12	602	695	523	510	384	507	350
GJB5	0	4	4	27	12	0	15
GJB4	0	0	3	2	1	0	1
RP1-34M23.5	0	0	0	0	0	0	1
AL121988.1	0	0	0	0	0	0	0
GJB3	2	4	7	1	9	0	3
GJA4	168	122	146	334	639	0	247
SMIM12-AS1	63	30	32	49	26	0	21
DLGAP3	10	13	11	0	2	598	0
SNORD112	35	44	48	0	2	1	0
RP11-244H3.1	56	48	39	40	79	314	30
ZMYM6	713	530	695	852	606	273	940
ZMYM6NB	0	1	0	0	0	0	0
RP11-248I9.2	0	0	0	0	0	0	0
ZMYM1	191	128	165	254	281	9	364
EFCAB14P1	26	23	37	63	65	0	79
SFPQ	4023	4484	3774	4183	4146	1	4918
RN7SL136P	0	0	0	0	0	0	0
ZMYM4	962	868	957	1634	1426	84	1587
RN7SL503P	0	0	0	0	0	0	0
SNORA62	0	0	0	0	1	0	1
RP4-765A10.1	638	397	327	734	504	6	480
ZMYM4-AS1	1	1	2	0	3	10	2
RNY5P1	0	0	0	1	0	0	1
KIAA0319L	1525	1342	1810	2897	2354	176	2060
RP4-728D4.3	0	0	0	0	0	5	1
NCDN	737	599	842	410	471	0	304
RP4-728D4.2	4	1	3	0	3	2	0
TFAP2E	11	7	9	5	1	53	5
PSMB2	996	838	1076	1147	839	82	1010
RN7SL281P	0	0	0	0	0	1	0
C1orf216	365	379	363	145	178	315	178
CLSPN	3	12	9	11	7	0	5
RP11-435D7.3	0	0	0	0	0	0	0
AGO4	370	349	448	692	586	761	597
AGO1	862	868	1115	930	1030	435	812
RP4-789D17.4	0	0	0	0	0	1	0
AGO3	84	164	154	215	181	86	237
RP4-665N4.8	1	0	0	0	3	7	0
RP4-665N4.4	3	1	1	0	8	0	5
TEKT2	12	10	10	1	107	0	72
ADPRHL2	524	395	453	393	351	0	305
COL8A2	88	65	80	95	97	0	190
TRAPPC3	1036	722	844	1085	835	0	1070
MAP7D1	885	738	1186	641	599	0	725
RN7SL131P	0	0	0	0	0	0	0
THRAP3	2255	2457	2241	3044	2774	0	3268
UBE2V2P4	0	0	0	0	0	0	0
SH3D21	32	38	37	42	265	0	243
EVA1B	86	28	52	2	11	0	11
RP11-268J15.5	44	21	28	11	116	0	55
STK40	326	445	466	1454	995	0	917
LSM10	218	158	222	234	243	0	198
RNU4-27P	0	0	0	0	0	0	0
OSCP1	176	109	144	218	242	0	335
SNORA63	7	6	4	5	8	1	7
MRPS15	647	483	473	520	395	0	412
CSF3R	232	321	401	63	118	0	94
FTLP18	0	0	0	0	0	0	0
RP4-614N24.1	0	0	0	0	0	0	0
GRIK3	209	247	241	4	69	3	16
MIR4255	0	0	0	0	0	0	0
RP5-1180C18.1	0	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0	0
RP5-1090E8.1	0	0	0	0	0	0	0
RP11-422J8.1	87	49	114	38	31	0	17
ZC3H12A	176	490	745	29	48	1	107
MEAF6	1065	780	869	987	865	199	962
MIR5581	1	0	0	3	5	0	1
SNIP1	247	191	249	223	211	1	310
FTH1P1	0	0	0	0	1	0	0
RP3-423B22.5	4	2	3	0	0	0	1
DNALI1	353	261	294	133	595	59	680
GNL2	633	756	699	687	463	0	581
RSPO1	3	7	4	0	0	0	0
C1orf109	395	312	324	355	319	0	338
CDCA8	10	13	22	38	21	0	21
EPHA10	28	24	59	51	76	0	9
ACTN4P2	0	0	0	0	0	0	0
RP11-109P14.2	1	1	1	2	3	0	1
MANEAL	104	69	129	174	75	0	27
RP11-109P14.9	0	0	0	0	0	0	0
YRDC	199	179	210	327	190	0	161
C1orf122	487	270	336	180	97	0	87
MTF1	324	370	542	563	446	0	585
AL929472.1	0	0	0	0	0	0	0
RP11-109P14.8	1	1	0	0	0	0	0
RP11-109P14.10	0	0	0	0	0	0	0
INPP5B	356	360	403	669	611	1	449
SF3A3	856	753	857	975	968	0	1036
FHL3	137	163	132	95	121	0	63
UTP11L	605	559	527	427	287	0	378
POU3F1	75	66	52	1	3	0	5
RP5-884C9.2	2	6	3	0	0	0	0
RP5-884C9.3	0	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0	0
RP11-214L19.1	0	0	0	0	0	0	0
RP11-329N22.1	0	0	1	0	0	0	0
RP11-334L9.1	1	3	0	4	0	0	41
RRAGC	606	533	775	1119	328	106	605
RP5-864K19.4	7	6	6	9	12	47	8
MYCBP	181	172	158	266	342	0	431
GJA9	0	0	0	1	0	0	1
RHBDL2	6	3	3	19	17	56	12
RP11-781D11.1	0	0	0	0	0	94	0
AKIRIN1	986	1097	1041	1634	1147	21	1601
NDUFS5	1794	1152	1003	791	436	0	606
MACF1	3509	3148	4174	5796	6361	868	5834
RNA5SP44	0	0	0	0	0	1	0
RP11-416A14.1	0	0	0	0	0	0	0
RP11-420K8.1	0	0	0	0	0	0	0
RP11-420K8.2	0	0	0	0	0	1	0
KIAA0754	48	83	199	418	768	1	604
BMP8A	5	10	9	56	1137	0	390
OXCT2P1	7	1	1	2	30	0	1
RP11-69E11.4	52	65	45	135	1278	0	444
PPIEL	20	11	6	13	64	0	20
PABPC4	2045	2222	2243	1548	1196	8	1116
RP11-69E11.8	7	11	6	9	7	0	3
SNORA55	6	10	13	3	3	0	1
HEYL	479	674	481	442	328	358	534
RP1-144F13.3	0	0	1	1	0	0	0
NT5C1A	15	23	62	1	2	0	0
HPCAL4	562	554	880	14	14	0	4
PPIE	657	432	565	930	739	2	865
RP1-144F13.4	2	1	0	0	1	0	3
RNU7-121P	0	0	0	0	0	0	0
BMP8B	341	285	442	175	660	54	193
OXCT2	9	2	8	5	17	113	9
RP1-118J21.25	3	2	0	4	31	0	9
RP1-118J21.24	0	0	0	0	0	0	0
TRIT1	194	218	234	384	545	53	481
MYCL1	18	9	11	49	501	0	153
RP1-118J21.5	0	0	0	0	3	0	0
MFSD2A	33	39	87	354	95	54	126
RP3-342P20.2	4	1	3	23	7	0	6
CAP1	2647	2563	3265	3840	2777	16	3111
PPT1	1633	1622	2027	1882	1412	10	1854
RP11-115D7.3	10	7	9	0	0	0	1
RLF	346	475	405	565	442	3	623
TMCO2	0	0	0	0	1	0	0
RP1-39G22.7	195	104	91	250	198	2	171
ZMPSTE24	1151	1096	1229	1682	1064	245	1819
RP1-39G22.4	1	0	0	1	0	0	3
COL9A2	83	130	49	18	176	264	104
RP1-228H13.1	1	0	2	0	0	0	0
SMAP2	807	803	888	593	616	9	516
RP1-228H13.2	0	0	0	0	0	0	0
ZFP69B	14	14	24	47	15	0	31
RP1-228H13.5	21	12	18	76	17	0	29
ZFP69	68	25	49	63	86	0	100
RP11-656D10.3	13	4	9	1	13	0	4
EXO5	53	32	44	49	70	2	54
RP11-656D10.5	0	0	0	0	0	0	0
RP11-656D10.6	2	1	3	4	5	0	4
ZNF684	106	89	69	102	58	19	138
RP1-63P18.2	0	0	0	0	0	2	0
GTF2F2P2	0	0	0	0	0	0	0
RIMS3	566	595	775	294	401	79	202
RP4-739H11.3	1	0	2	1	4	0	3
NFYC	690	543	591	890	763	40	1046
MIR30E	0	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0	0
KCNQ4	21	15	12	10	21	0	15
RN7SL326P	0	0	0	1	0	0	0
CITED4	178	80	78	5	17	0	16
RP5-1066H13.4	0	0	0	0	0	0	0
RP11-348A7.1	0	0	0	0	0	0	0
UBE2V1P8	0	0	0	0	0	0	0
CTPS1	588	667	480	466	239	0	265
SLFNL1	12	9	10	5	4	0	9
SCMH1	725	610	624	1196	808	17	857
RP4-635E8.1	0	0	0	0	0	0	2
RP11-399E6.1	0	0	0	0	1	1	1
RP11-399E6.2	0	0	0	0	0	0	0
FOXO6	65	51	58	42	94	220	66
RP11-399E6.4	0	2	0	9	9	1	5
RNA5SP45	0	0	0	0	0	0	0
EDN2	0	3	0	4	6	0	2
HIVEP3	118	146	200	288	419	2	287
RP11-486B10.3	0	0	0	0	0	0	0
RP11-486B10.4	0	1	0	20	22	0	5
AL451006.1	0	0	0	0	0	0	0
RP1-21K4.1	0	0	0	0	0	0	0
RP11-319C21.1	0	0	0	0	0	1	0
GUCA2B	0	0	0	0	0	1	0
GUCA2A	1	0	0	0	0	0	0
FOXJ3	786	779	918	1651	1358	109	1676
RP11-223A3.1	4	5	6	4	6	0	9
RIMKLA	7	6	14	26	26	7	15
RP11-157D18.2	0	0	0	0	0	0	0
ZMYND12	61	55	43	110	104	0	117
PPCS	971	614	654	1021	700	4	1044
CCDC30	93	67	85	270	238	140	306
RP11-163G10.2	0	0	0	0	0	1	0
TMSB4XP1	25	11	10	1	0	0	1
RP11-163G10.4	0	0	2	0	0	0	0
PPIH	237	146	174	198	201	0	201
RP5-994D16.3	6	3	3	6	12	0	7
YBX1	2028	1686	2005	2972	1534	2	1589
CLDN19	4	6	3	0	0	2	0
LEPRE1	486	455	443	350	343	3	325
C1orf50	131	85	96	86	52	2	74
RP5-994D16.9	17	17	22	23	15	0	26
CCDC23	153	73	107	94	47	167	77
ERMAP	330	236	348	401	549	75	369
RP11-342M1.4	3	5	3	8	7	0	6
RP11-342M1.2	1	0	1	1	2	0	1
RP11-342M1.3	5	0	2	2	0	12	1
ZNF691	199	108	108	259	196	104	233
RP11-342M1.7	0	1	1	0	0	38	0
RP11-342M1.6	0	0	0	0	0	4	0
ATP6V1E1P1	210	169	206	147	101	11	171
SLC2A1	364	408	389	445	291	11	347
SLC2A1-AS1	10	14	5	7	11	151	4
FAM183A	2	0	0	0	0	432	0
